sku,nombre,id,archivo
100247,BOLSO_LIHUEN,20567,100247_BOLSO_LIHUEN_20567.jpg
100248,BOLSO_LIHUEN_FULL_BLACK,20571,100248_BOLSO_LIHUEN_FULL_BLACK_20571.jpg
100249,BOLSO_ROQUE,20572,100249_BOLSO_ROQUE_20572.jpg
100250,BOLSO_ROQUE,20573,100250_BOLSO_ROQUE_20573.jpg
100251,BOLSO_TUBO_GRANDE,20580,100251_BOLSO_TUBO_GRANDE_20580.jpg
100252,BOLSO_TUBO_GRANDE,20582,100252_BOLSO_TUBO_GRANDE_20582.jpg
100253,BOLSO_TUBO_GRANDE,20587,100253_BOLSO_TUBO_GRANDE_20587.jpg
100254,BOLSO_TUBO_GRANDE,20591,100254_BOLSO_TUBO_GRANDE_20591.jpg
100255,BOLSO_TUBO_GRANDE,20601,100255_BOLSO_TUBO_GRANDE_20601.jpg
100256,BOLSO_TUBO_GRANDE,20614,100256_BOLSO_TUBO_GRANDE_20614.jpg
100257,BOLSO_TUBO_GRANDE,20615,100257_BOLSO_TUBO_GRANDE_20615.jpg
100258,BOLSO_TUBO_GRANDE,20616,100258_BOLSO_TUBO_GRANDE_20616.jpg
100259,BOLSO_TUBO_GRANDE,20617,100259_BOLSO_TUBO_GRANDE_20617.jpg
100260,BOLSO_TUBO_GRANDE,20618,100260_BOLSO_TUBO_GRANDE_20618.jpg
100261,BOLSO_TUBO_GRANDE,20619,100261_BOLSO_TUBO_GRANDE_20619.jpg
100262,BOLSO_TUBO_GRANDE,20628,100262_BOLSO_TUBO_GRANDE_20628.jpg
100263,BOLSO_TUBO_GRANDE,20629,100263_BOLSO_TUBO_GRANDE_20629.jpg
100264,BOLSO_TUBO_GRANDE,20630,100264_BOLSO_TUBO_GRANDE_20630.jpg
100265,BOLSO_TUBO_GRANDE,20632,100265_BOLSO_TUBO_GRANDE_20632.jpg
100266,BOLSO_TUBO_GRANDE,20633,100266_BOLSO_TUBO_GRANDE_20633.jpg
